ht_bib_key,oclc_num
000029117,1273451
000029171,2137261
000029187,1273491
000029226,5220531
000029267,1204651
000029268,1273541
000029279,1273551
000029322,5239581
000029342,3035741
000029344,5102901
000029355,1091901
000029379,154261
000029447,1638861
000029477,1274011
000029529,5673961
000029616,1092571
000029673,4194911
000029732,4136361
000029785,5102081
000029801,1465171
000029805,1092681
000029853,1571281
000029904,1093141
000029934,5592631
000029968,568021
000030017,1093331
000030035,1093341
000030118,4382311
000030125,1093411
000030148,5893791
000030178,1093451
000030230,5674041
000030243,22267921
000030268,1284001
000030269,4503551
000030296,1573721
000030311,1470311
000030404,3481121
000030433,5219011
000030466,1093671
000030467,5709521
000030516,4884621
000030577,1093741
000030615,1287521
000030648,1093831
000030678,1287591
000030840,6143901
000030874,1094721
000030920,599281
000030941,340501
000030987,1477421
000030993,1094871
000031010,1477841
000031068,3770761
000031089,1094911
000031169,5726721
000031170,1288441
000031202,1288461
000031205,4883541
000031274,1095031
000031286,1288681
000031295,4804631
000031311,1095041
000031369,3845671
000031396,1095181
000031399,1288911
000031418,5674991
000031469,1289091
000031560,789051
000031598,2768531
000031635,6089621
000031734,1708531
000031742,1098761
000031848,1293291
000031868,3913271
000032021,1295531
000032039,5799931
000032074,1296011
000032116,5410411
000032121,1102941
000032188,5051691
000032224,6106001
000032232,1298621
000032318,1493311
000032347,1648131
000032399,1301341
000032407,1103111
000032413,4883511
000032444,3327671
000032471,1711501
000032485,3415291
000032499,3965811
000032533,1103191
000032584,1103211
000032598,1649051
000032611,1582381
000032618,1582391
000032695,1103311
000032759,1496251
000032785,1582491
000032812,1582511
000032845,1306691
000032857,1496831
000032863,348791
000032864,1582531
000032921,1104071
000032925,1104091
000032931,1104111
000032953,1104211
000032959,1104231
000032968,1104271
000032971,1104291
000032994,1104351
000033023,1105141
000033029,624891
000033063,1107561
000033161,1111451
000033205,2966901
000033233,907461
000033261,1115691
000033319,1117421
000033356,1582601
000033363,2614431
000033392,1712571
000033451,6423041
000033497,4639141
000033498,1582651
000033519,1119421
000033522,1582661
000033609,1582691
000033673,5219671
000033699,1679851
000033747,1119621
000033807,1119671
000033808,5751151
000033850,5675541
000033893,1313951
000033961,1582831
000033975,1119801
000033978,5066241
000033992,1315621
000034015,1119851
000034043,1119881
000034066,1316561
000034174,1500041
000034175,1997501
000034198,1913971
000034274,1583161
000034281,1318481
000034338,1500181
000034403,1500221
000034411,1500231
000034447,5491621
000034449,1500251
000034546,1500331
000034557,5099581
000034587,1121041
000034601,4620981
000034621,1583501
000034698,1583661
000034704,5677971
000034715,1121141
000034759,1121181
000034852,1501071
000034892,1322201
000034899,1583841
000034912,5171101
000034918,3587911
000034924,1721391
000034933,5848891
000035080,1501631
000035086,1124221
000035095,1583981
000035110,1322741
000035164,1584011
000035183,1125851
000035259,1722271
000035298,1322821
000035301,1501951
000035308,1126861
000035324,1322831
000035361,1322861
000035402,1322881
000035403,1502001
000035421,6511171
000035448,1128501
000035467,1502161
000035471,1322911
000035516,1502201
000035518,1322921
000035541,1322931
000035542,1129921
000035562,1322941
000035563,1502211
000035564,5410501
000035575,1322951
000035581,1724101
000035600,1584671
000035621,5310541
000035630,1129991
000035655,1584781
000035676,1724511
000035678,1130001
000035790,5889601
000035797,1584961
000035819,1130121
000035849,1130161
000035873,1130181
000035901,1725551
000035904,5830721
000035933,1585131
000035941,1323761
000035958,1323781
000035989,1502461
000036060,1585311
000036084,1502521
000036088,4211311
000036268,1324351
000036359,1324421
000036550,1324551
000036589,1136901
000036623,1324881
000036689,1137901
000036740,1137921
000036771,1325121
000036815,1504451
000036902,1138301
000036925,1326701
000036960,3669341
000037094,4136191
000037117,4882881
000037118,24621601
000037133,1731041
000037151,4076821
000037189,4933581
000037191,1504741
000037194,1141101
000037215,5410541
000037222,4193871
000037245,1731331
000037249,1141721
000037300,1504781
000037364,2405031
000037401,1332161
000037486,4419081
000037494,3581431
000037508,59241111
000037586,1144711
000037591,1504901
000037707,1732551
000037729,1504961
000037793,1652141
000037814,4353241
000037818,6077941
000037841,1336991
000037850,1365161
000037988,1338661
000038009,1338781
000038035,1338901
000038065,1338911
000038084,1338921
000038096,1338931
000038157,1733201
000038197,1694141
000038217,1653551
000038365,5388411
000038392,1506141
000038462,1733351
000038494,16307211
000038530,1595571
000038580,1507891
000038599,1508171
000038622,1339691
000038633,3362331
000038640,1733471
000038689,1339711
000038711,1339721
000038725,3074311
000038727,1154491
000038788,1339741
000038792,1339751
000038835,1597421
000038862,1339811
000038882,1733581
000038902,1339831
000038957,1733631
000039002,1733651
000039014,4775521
000039108,1157431
000039109,1733721
000039149,1733741
000039174,1340441
000039227,1733901
000039399,4515201
000039430,1340541
000039537,3415671
000039566,4195211
000039649,1341331
000039653,3627201
000039713,1163401
000039775,1164151
000039786,2870301
000039812,1341421
000039828,869581
000039868,4933391
000039916,1165051
000039929,5126111
000039944,4907851
000039964,5126561
000039979,1166341
000039987,1341511
000040014,1341531
000040022,1166561
000040050,1341581
000040099,1167071
000040114,1735121
000040166,1601791
000040168,1168931
000040176,4135351
000040221,1169791
000040232,1169801
000040273,1169861
000040276,1342021
000040338,1735291
000040345,1342171
000040366,1735301
000040444,1170711
000040449,1342301
000040474,1659571
000040493,1659581
000040530,1602031
000040546,1659601
000040584,1735411
000040601,1735421
000040694,1735471
000040752,1173811
000040755,1659731
000040776,1602171
000040800,1735541
000040829,1174101
000040898,1602241
000040937,1602261
000040945,1659961
000040954,1346651
000040969,1174381
000041020,4005141
000041027,1174471
000041034,1660031
000041062,1174501
000041109,1602361
000041153,3844201
000041194,1174591
000041195,2974721
000041225,1602581
000041324,1174721
000041348,1174961
000041453,1660561
000041532,4804341
000041554,1175641
000041608,1175781
000041633,1375081
000041648,1354031
000041654,1004031
000041659,5413251
000041675,6329531
000041775,6202561
000041795,4497851
000041796,1176011
000041848,1176061
000042014,1603591
000042043,4497411
000042090,4496361
000042092,1176631
000042098,1362201
000042107,1362381
000042116,1176651
000042132,1176671
000042137,1362711
000042162,6357681
000042173,1663341
000042190,1958361
000042234,1176751
000042253,1176771
000042309,1176801
000042312,4883501
000042313,1363571
000042331,1176821
000042341,1176831
000042387,1176861
000042406,5171851
000042443,206721
000042458,1176961
000042560,1177101
000042608,1177201
000042622,1364011
000042664,4718001
000042709,1364061
000042727,5311061
000042728,4807061
000042772,1177721
000042783,5831921
000042785,1177731
000042786,5239861
000042828,1177781
000042910,5941931
000042917,5709101
000042933,6359621
000042992,3255791
000043009,4192361
000043029,1416321
000043112,4006181
000043117,4135661
000043195,5029601
000043211,1185691
000043295,1187491
000043300,1187591
000043317,5353231
000043319,1188351
000043324,6329131
000043327,6041441
000043338,1189091
000043357,6050841
000043361,1189721
000043437,4592281
000043439,1192281
000043630,5777331
000043631,4114461
000043636,5058451
000043644,1195211
000043676,5264581
000043715,1195841
000043726,1130021
000043764,1195931
000043830,5832061
000043832,4154761
000043879,1197561
000043884,834181
000043913,5677711
000043938,5498861
000043997,1674501
000044018,4503931
000044082,4123511
000044112,1676031
000044312,5197021
000044350,1516741
000044380,1517281
000044395,6091321
000044404,5264771
000044488,5734301
000044489,3447171
000044512,5264601
000044532,5170741
000044539,4461921
000044542,3104111
000044558,3965991
000044593,3844431
000044638,4593801
000044681,1525611
000044703,4883551
000044727,1527251
000044753,1527351
000044771,1527431
000044804,1527561
000044809,1527581
000044813,1527591
000044835,1527661
000044859,5566191
000044865,1527801
000044874,1527851
000044911,1528091
000044936,1528201
000044970,1528331
000044984,1528361
000045048,1528611
000045106,1528971
000045163,1529161
000045168,1529181
000045173,1529221
000045178,1529241
000045209,1529331
000045223,1480621
000045255,1568241
000045354,1994351
000045469,1624321
000045586,5204551
000045716,8712721
000045890,4877021
000046160,1451111
000046188,1794961
000046292,4700211
000046474,1776271
000046475,1753481
000046476,3053641
000046486,1799271
000046629,1757461
000047215,1585661
000047287,2263531
000047411,39989201
000047432,5151781
000048048,24222831
000048204,1757341
000048293,1590721
000048474,1553491
000048838,42338971
000049294,1771771
000050104,8780721
000050148,5374371
000050158,5516601
000050914,9210431
000051163,5461861
000051323,1604081
000051550,1644531
000051568,3586001
000052831,2418691
000053007,145139631
000053093,1642481
000053329,1141891
000053369,2530331
000053645,4170021
000053719,2432161
000053819,5907361
000053917,2446091
000054523,819101
000054526,2363181
000054580,3507011
000054746,1325661
000054801,1760321
000055078,3879351
000055101,2638671
000055307,2530331
000055378,5273351
000055668,1763401
000055718,1481501
000055725,1325421
000055752,1552641
000055783,2110021
000055880,1537871
000056375,2251731
000056376,243874701
000056791,6096251
000056808,1480421
000057265,1481511
000057618,1570581
000057620,1567591
000057796,1565701
000057828,1565461
000057830,2135941
000057854,1605391
000058309,1681201
000058369,3916201
000058382,1587691
000058682,7414431
000058766,5341891
000060292,1753231
000060594,8319751
000060623,1775281
000060694,42341481
000061247,1639401
000061307,6136891
000061415,2504591
000061584,1590651
000061677,1755941
000061724,1759981
000061761,1810181
000061797,4675551
000061946,1772341
000061993,40373231
000062015,2246481
000062122,7627201
000062244,6062181
000062257,1570691
000062449,5227721
000062459,1905081
000062672,7236111
000062855,1567341
000062968,6052261
000063339,9715411
000063657,1460591
000063835,4154831
000063868,6629541
000063879,1770441
000064053,11925361
000064121,1761341
000064269,10654431
000064450,11148651
000064505,12567861
000064639,1761431
000064851,3643271
000064893,33914461
000064997,1835581
000065073,12985361
000065142,12928641
000065979,10941211
000066270,2521041
000066271,7973131
000066559,11698471
000066856,243877441
000067086,56993641
000067133,5988751
000067384,10627031
000067390,12916341
000067400,1772381
000067460,2448731
000067503,13434021
000067515,33467091
000067535,10188011
000067617,2278021
000067626,11412481
000067768,1654031
000067826,2401181
000067857,10389471
000067905,2454941
000068105,1768131
000068156,10291281
000068306,15860571
000068494,8936861
000068673,11659861
000068683,10315831
000069078,13225861
000069176,924901
000069297,5879411
000069335,12148371
000069870,11658781
000069999,15249271
000070180,855981
000070341,14561161
000070507,1775961
000070547,9921721
000070622,13653981
000070637,11937651
000070678,5958831
000070685,1567141
000070698,12382331
000070984,4296451
000071294,1781691
000071397,7069541
000071721,1586541
000071843,2154301
000071906,2469681
000071930,11822321
000071942,11659641
000071963,7120331
000072048,12756961
000072061,5394311
000072370,306121
000072406,65666181
000072435,13654631
000072522,3045451
000072578,8228331
000072836,10356681
000073006,12917511
000073258,11882101
000073393,4281821
000073416,11362421
000073515,21512551
000073814,65666731
000074050,3507611
000074118,4544851
000074291,7642091
000074438,9863461
000074636,11242341
000074987,2257071
000075100,8566881
000075380,12438461
000075471,11279741
000075521,10259501
000075598,823551
000075639,10315661
000075880,11886741
000076015,11126881
000076042,7595681
000076083,1568161
000076250,9424051
000076320,12178861
000076330,3633331
000076517,21156401
000076678,8566911
000076693,8984291
000076700,3475531
000076867,8722441
000076890,7936161
000076954,3437421
000076961,9810281
000077266,8351391
000077539,8895451
000077887,8600211
000077935,13614381
000077976,6624761
000078343,9270181
000078385,1168731
000078429,65668451
000078461,9799061
000078474,64227941
000078681,13603111
000078813,8810251
000078822,7919111
000078879,1825591
000078939,9898591
000079001,7788741
000079007,3682381
000079401,9023681
000079409,5739661
000079440,9596641
000079523,8104981
000079578,9051171
000079695,8675461
000079769,6828231
000079879,10219491
000079937,5331601
000080301,8568781
000080395,8156911
000080409,9802201
000080437,13603151
000080553,2994511
000080558,10796051
000080659,13614231
000080790,9515241
000080855,652241
000080880,1225171
000080924,10664191
000081997,8406571
000082617,6423831
000082622,5220821
000082674,4932921
000082682,6942901
000082685,6823041
000082743,2506491
000082809,2507111
000082929,6626031
000082943,6250131
000082952,2508011
000082967,2508081
000082989,2508181
000083024,2508281
000083035,2508311
000083050,7277851
000083051,2508361
000083158,6142461
000083161,5726581
000083277,3845371
000083285,2509731
000083336,11076161
000083387,5219581
000083394,190361
000083412,873801
000083419,2710161
000083481,6042741
000083491,6914971
000083579,2513591
000083667,6718651
000083796,6129681
000083904,6580091
000083930,7007091
000083959,4908081
000084009,2521151
000084034,6861421
000084035,6813361
000084040,2521551
000084045,6143881
000084183,4593411
000084196,2166091
000084202,2523361
000084208,2523381
000084213,2523401
000084234,2523451
000084318,2523561
000084349,2523591
000084387,6446601
000084637,2524921
000084639,2524931
000084678,2525141
000084698,2525231
000084891,802881
000084964,2557261
000084979,2557741
000084981,2557811
000085027,6735421
000085051,1229591
000085148,6042931
000085196,6331721
000085214,6982511
000085242,6196921
000085285,3517081
000085340,6143321
000085439,6331361
000085616,6085871
000085738,6509101
000085796,6378301
000085817,1818361
000085830,2568081
000086012,2573721
000086049,6420761
000086097,6789811
000086102,4964591
000086125,4496071
000086128,2661291
000086143,17039031
000086160,7053191
000086198,2575831
000086206,2575931
000086214,7149461
000086309,4933831
000086391,1333161
000086628,2597361
000086644,2597401
000086703,2597691
000086763,2598071
000086792,2598181
000086805,2598231
000086815,2598281
000086841,2598401
000086901,2598621
000086904,2598641
000086908,2598651
000086916,2598671
000086976,2599111
000087005,2599261
000087022,6735151
000087072,2599861
000087108,6666861
000087141,6029731
000087145,7170641
000087200,7554501
000087211,6330801
000087291,3480321
000087345,3480971
000087375,3481091
000087380,3481111
000087388,3481131
000087397,3481191
000087414,3481251
000087420,3481271
000087440,3481361
000087462,3481481
000087464,3481491
000087614,3482871
000087656,3483761
000087768,3489561
000087801,3491521
000087806,3491891
000087881,3495661
000087927,3497751
000088041,3505301
000088056,3506671
000088066,3507741
000088068,3508401
000088184,3513051
000088186,3513061
000088218,3513531
000088349,3515131
000088356,3515171
000088421,3516171
000088472,3516371
000088475,3516381
000088514,3516491
000088554,3516611
000088565,3516651
000088570,3516661
000088645,3516881
000088650,3516901
000088663,3516991
000088665,3517001
000088755,3518481
000088789,3520601
000088843,4192551
000088862,3671051
000088893,3527341
000088910,3528281
000089205,3539001
000089314,3540391
000089322,3540441
000089338,3540521
000089357,3540631
000089395,3540871
000089442,3541281
000089468,3541521
000089479,3541661
000089484,3541671
000089548,3542211
000089552,3542231
000089570,3542381
000089630,3542701
000089652,3542881
000089700,3543261
000089786,3543811
000089810,3544101
000089811,3544131
000089945,4882981
000090000,4228981
000090002,3554481
000090004,3554571
000090027,3555541
000090139,3558901
000090354,3566301
000090427,3570001
000090492,3572571
000090587,4468071
000090620,3580541
000090622,3580581
000090624,3580691
