000000040,1728
000000043,2228
000000072,4858
000000150,13168
000000156,13838
000000165,14868
000000168,15188
000000174,16198
000000176,16348
000000182,16728
000000222,21558
000000226,21828
000000230,22058
000000243,22818
000000247,23048
000000254,23368
000000259,23568
000000270,24448
000000273,24658
000000278,25768
000000287,27368
000000296,28208
000000299,28428
000000304,29298
000000349,33608
000000407,42598
000000411,43468
000000425,45488
000000426,45548
000000430,45928
000000472,49148
000000489,50548
000000493,50688
000000626,57758
000000640,58378
000000648,58748
000000710,62578
000000719,63058
000000726,63598
000000741,64428
000000757,65318
000000758,65328
000000778,66508
000000803,67908
000000828,69708
000000875,73998
000000889,75268
000000896,76038
000000959,79638
000000964,79968
000000985,80828
000001075,83958
000001115,85668
000001126,85958
000001142,86608
000001169,88218
000001222,91348
000001228,91478
000001229,91488
000001254,93028
000001269,93648
000001281,94418
000001289,94738
000001292,94838
000001317,96348
000001394,100948
000001398,101268
000001442,104318
000001444,104328
000001449,104578
000001484,106678
000001495,107328
000001624,115948
000001821,126808
000001825,127188
000001872,130088
000001898,131238
000001902,131638
000001916,132478
000001923,132648
000001928,133168
000002041,139028
000002109,142358
000002157,145538
000002158,145688
000002162,145768
000002171,146278
000002207,148338
000002251,150758
000002257,151048
000002264,151318
000002271,151778
000002275,152018
000002322,154438
000002364,157068
000002423,160578
000002504,165438
000002517,166018
000002520,166058
000002527,166478
000002552,168088
000002594,172348
000002603,172908
000002612,174138
000002616,174548
000002648,178108
000002692,182438
000002698,182908
000002716,184548
000002753,187358
000002779,191298
000002790,9983728
000002844,195948
000002916,200368
000002927,201068
000002941,202118
000002947,202628
000002987,205398
000002999,206068
000003072,211028
000003074,211128
000003172,216568
000003235,220438
000003252,221558
000003257,221798
000003272,223118
000003274,223678
000003290,225668
000003306,226878
000003347,228988
000003378,231898
000003425,235888
000003440,237528
000003465,238948
000003491,240528
000003517,241608
000003527,243128
000003531,243498
000003559,246598
000003561,246628
000003636,251768
000003675,254928
000003707,257028
000003715,257298
000003751,259098
000003761,259908
000003765,260208
000003789,262178
000003794,262398
000003884,267858
000003899,269418
000003939,273508
000003990,2780728
000004014,279018
000004023,279478
000004039,281218
000004061,282098
000004088,285408
000004094,285988
000004098,286088
000004104,286578
000004142,288528
000004210,293158
000004218,293998
000004274,298578
000004278,298708
000004323,302488
000004355,304778
000004396,222738
000004402,308238
000004485,314258
000004538,317668
000004582,320378
000004609,322228
000004620,323118
000004633,323908
000004689,326338
000004725,328928
000004748,329398
000004788,331768
000004797,332808
000004830,334198
000004846,334378
000004851,334428
000004884,338288
000004888,18179048
000004992,347848
000005015,348768
000005064,353788
000005073,354138
000005083,354778
000005086,354878
000005138,360418
000005180,363938
000005199,367198
000005202,367978
000005211,8283278
000005218,369578
000005223,369868
000005337,379468
000005344,379838
000005367,381108
000005396,383308
000005406,384558
000005407,384668
000005409,384808
000005482,389758
000005484,389818
000005571,396398
000005600,398858
000005686,405918
000005695,407398
000005709,409178
000005721,409738
000005748,25431238
000005779,413228
000005802,415398
000005806,415578
000005825,416488
000005871,419698
000005947,425508
000006030,259308
000006087,441218
000006090,441458
000006091,165938
000006094,441598
000006178,448178
000006192,449998
000006194,450048
000006210,452178
000006257,461058
000006272,462918
000006293,467428
000006453,483458
000006474,484688
000006520,488768
000006538,489768
000006604,495228
000006606,495278
000006644,581508
000006650,498168
000006699,502488
000006703,502778
000006706,502938
000006708,503028
000006722,504988
000006778,508228
000006783,15752448
000006864,514288
000006865,514298
000006912,515338
000006973,517408
000006981,517968
000007001,520108
000007028,521638
000007046,523988
000007055,524068
000007062,524078
000007072,524088
000007107,525218
000007132,527658
000007151,529138
000007181,532178
000007191,532188
000007205,532388
000007232,533608
000007242,533768
000007262,535478
000007295,7059078
000007303,538918
000007324,539588
000007340,539998
000007363,540828
000007403,65661978
000007420,545968
000007436,547778
000007439,360688
000007443,548048
000007516,553548
000007533,554898
000007548,276168
000007551,556118
000007566,558628
000007571,250038
000007624,566178
000007640,568478
000007684,571788
000007699,581938
000007721,572948
000007724,573068
000007735,574538
000007753,575848
000007768,577508
000007776,577908
000007783,578068
000007806,578878
000007822,579368
000007840,579818
000007959,587858
000008026,590828
000008051,591578
000008070,592708
000008080,593828
000008131,596738
000008152,598598
000008189,600468
000008256,604898
000008259,604908
000008285,605818
000008304,607588
000008313,608618
000008405,613488
000008407,613508
000008414,613658
000008415,613668
000008422,613788
000008468,616068
000008472,616188
000008478,616928
000008483,617418
000008511,618368
000008534,619238
000008549,621098
000008562,621948
000008592,622968
000008594,623048
000008608,623428
000008619,623968
000008705,628238
000008720,628748
000008723,628848
000008754,631648
000008766,631978
000008775,632268
000008801,633368
000009068,650588
000009077,650758
000009082,651298
000009096,651878
000009157,1076508
000009209,658998
000009233,660108
000009281,662178
000009285,662308
000009396,668098
000009414,668438
000009470,672418
000009559,677118
000009567,677348
000009589,678628
000009620,681408
000009632,642538
000009683,4035318
000009725,691898
000009740,693188
000009828,695668
000009866,697618
000009911,698868
000009914,698928
000009918,699198
000009941,700418
000009964,700848
000009992,701588
000009995,701628
000009997,701668
000010032,703328
000010059,704788
000010061,704838
000010101,706718
000010157,708508
000010205,712648
000010257,714448
000010268,714738
000010314,563908
000010372,722398
000010376,722808
000010384,722948
000010420,724048
000010428,724268
000010460,725168
000010550,730668
000010566,730838
000010684,737278
000010691,737698
000010746,740798
000010771,741128
000010846,744648
000010886,746088
000010913,747018
000010950,749608
000010956,749778
000010958,749788
000010960,749798
000010980,749978
000011005,750948
000011055,754518
000011109,756788
000011150,13954828
000011153,760178
000011184,762268
000011185,762278
000011198,762478
000011212,762608
000011215,762628
000011257,763478
000011282,763788
000011368,771028
000011454,244228
000011459,778268
000011570,787548
000011609,790088
000011617,790228
000011618,790258
000011677,792018
000011689,792948
000011764,795278
000011766,795378
000011799,796998
000011813,797658
000011817,797778
000011822,797858
000011871,799578
000011954,801598
000011965,801918
000012020,803398
000012021,803408
000012050,804388
000012116,805918
000012219,810168
000012235,810568
000012269,811098
000012300,812408
000012332,814408
000012388,815798
000012418,816868
000012435,818138
000012475,821008
000012492,821228
000012500,821348
000012504,821408
000012505,821418
000012514,821568
000012584,825618
000012596,826848
000012602,827248
000012622,827798
000012644,828228
000012646,828238
000012652,828318
000012666,828388
000012668,828408
000012702,829908
000012763,834898
000012771,835038
000012772,835058
000012877,839278
000012915,841348
000012928,841468
000012982,842848
000012997,844378
000013019,21642878
000013054,848138
000013088,850428
000013151,335648
000013195,858208
000013205,858378
000013210,858518
000013229,858818
000013342,865828
000013375,866448
000013380,866478
000013425,867438
000013462,867968
000013475,868068
000013478,868088
000013648,875108
000013658,875388
000013681,3207418
000013705,877638
000013710,877888
000013714,878478
000013742,879868
000013743,879908
000013779,882568
000013805,884688
000013831,886158
000013838,886238
000013886,28724568
000013918,889658
000013968,893178
000014033,896758
000014116,897968
000014135,898148
000014193,900708
000014210,900808
000014255,901328
000014264,901648
000014265,901688
000014286,902388
000014304,902568
000014318,902818
000014319,902828
000014322,902838
000014349,903018
000014460,6710058
000014476,841028
000014519,913638
000014529,914518
000014533,914548
000014592,915328
000014596,915528
000014615,915848
000014667,917818
000014756,922648
000014762,922698
000014788,922908
000014896,691338
000014985,934758
000014990,934828
000015090,940368
000015094,940408
000015126,940728
000015188,944268
000015290,948038
000015309,948138
000015319,948228
000015352,950418
000015397,862178
000015401,933188
000015442,960058
000015458,960178
000015461,960188
000015565,964948
000015572,965328
000015602,849958
000015606,967798
000015607,967908
000015735,976028
000015778,10452398
000015811,979228
000015818,979268
000015844,979738
000015849,260638
000015862,980048
000015937,981258
000015963,982468
000015965,982708
000015983,983698
000015994,983798
000016008,983938
000016039,984168
000016049,984238
000016070,984958
000016080,750798
000016082,986148
000016154,965528
000016161,3035568
000016230,995048
000016339,1001048
000016370,1002388
000016415,1005708
000016432,20197348
000016444,1007618
000016496,1008198
000016592,1009488
000016599,1009528
000016664,1011718
000016682,905798
000016697,1013978
000016712,1014458
000016737,1017198
000017078,3255598
000017097,1031298
000017101,1529428
000017125,1608528
000017160,1364718
000017216,1529488
000017238,1364778
000017288,5676528
000017301,1529538
000017354,1181778
000017398,1364888
000017413,1364908
000017470,1201958
000017473,1529768
000017518,5531498
000017657,5675638
000017683,5029738
000017733,1365238
000017788,1365268
000017819,1365278
000017824,1530148
000017872,3482428
000017879,1365328
000017967,1205868
000017975,1365488
000018032,1205938
000018155,1365848
000018197,1206268
000018259,1612468
000018278,1530458
000018313,1530468
000018335,1207088
000018397,1677538
000018420,1207268
000018453,1037698
000018456,1207288
000018497,3186658
000018498,1366068
000018520,1530578
000018558,1207348
000018570,1366128
000018582,1530628
000018596,1366138
000018606,5846748
000018609,1366148
000018610,1207378
000018612,4805118
000018616,1075308
000018667,1207408
000018692,1207418
000018715,1207478
000018725,1366228
000018735,1207618
000018770,1530728
000018808,1366298
000018853,1208808
000018876,1041418
000018924,4549368
000018961,1530828
000018969,1042398
000018982,1530848
000018999,1366578
000019056,1614398
000019078,1530878
000019144,1367068
000019150,1530898
000019183,10928
000019197,904588
000019208,585728
000019218,1213128
000019395,201188
000019403,4775118
000019425,1045888
000019481,1372518
000019497,1215098
000019580,1531388
000019709,4638278
000019710,1046088
000019774,1046158
000019794,1617048
000019848,50006008
000019867,1531568
000019930,1380268
000020006,1217388
000020058,4832358
000020072,5677938
000020085,1217468
000020086,1531698
000020184,1046928
000020187,1531788
000020195,1046938
000020201,1217548
000020219,1531808
000020231,1217578
000020278,1217688
000020313,1531868
000020338,1531888
000020356,1218258
000020358,1047058
000020376,1218328
000020513,1218408
000020533,1218428
000020541,5008438
000020546,91078
000020581,1531958
000020603,1531968
000020626,5171868
000020637,1531978
000020718,6709348
000020724,1218518
000020799,5007508
000020834,1218578
000020876,1218598
000021091,1532358
000021123,1532408
000021200,1098468
000021253,1399238
000021254,2895358
000021272,1683248
000021328,1532668
000021351,1622048
000021373,1223528
000021375,2867818
000021400,5493918
000021420,2696328
000021502,1224818
000021510,1622158
000021525,1529518
000021530,1533888
000021584,960078
000021637,1053858
000021663,2668238
000021682,1402448
000021721,5832588
000021740,1227698
000021757,1403278
000021845,1622318
000021885,1054128
000021905,1405438
000021909,2925568
000021947,1054148
000021957,1229318
000021963,1622388
000021970,1406508
000021977,3893018
000022004,4805028
000022010,1229358
000022086,1054258
000022112,8992728
000022137,1408898
000022153,1229498
000022168,1622618
000022192,1229528
000022213,1229538
000022313,4983008
000022470,1230508
000022488,1623078
000022495,1230558
000022502,1623108
000022628,1230638
000022633,3397268
000022653,1230648
000022662,4805238
000022798,1055368
000022843,1230708
000022896,1418448
000022905,1230748
000022920,4813998
000022940,1418468
000022944,5621338
000023061,3869768
000023079,1231258
000023100,2469418
000023129,1232138
000023141,4593748
000023142,2846568
000023220,1418648
000023237,1055648
000023271,1418658
000023280,5240728
000023317,1055698
000023390,4774678
000023434,2216918
000023483,4510108
000023537,1418798
000023548,1543008
000023581,1104038
000023588,4465718
000023589,3311448
000023704,4642088
000023727,1418868
000023780,1240408
000023821,4467698
000023825,1418918
000023837,1240818
000023906,1242028
000023914,4114658
000024036,4004588
000024116,1244918
000024132,5447908
000024156,5829458
000024158,1245268
000024166,2968488
000024245,3892728
000024296,1628698
000024313,1628778
000024436,1692448
000024488,1057928
000024511,27032088
000024557,1249468
000024657,1250478
000024758,4775758
000024812,3224178
000024902,5171828
000024932,4907818
000024962,1253488
000024963,1693788
000024999,1693808
000025006,1062948
000025023,4135988
000025074,6280718
000025076,4638968
000025158,3425288
000025159,1253968
000025210,2864488
000025262,1551038
000025265,4505568
000025277,1066458
000025291,19014368
000025328,1066798
000025371,1551118
000025386,1254438
000025396,1694008
000025420,1254568
000025495,820368
000025591,1430108
000025593,1254938
000025594,1551318
000025658,1070248
000025678,1551378
000025730,1255018
000025735,1551428
000025781,1551448
000025818,1255058
000025822,1551468
000025864,3103368
000025889,1551508
000025925,1255138
000025926,1551538
000025938,1694198
000025963,1694208
000026008,1551668
000026018,1694368
000026246,1434198
000026385,1256078
000026392,1256088
000026393,1256098
000026476,1626308
000026484,4603858
000026495,1256198
000026517,3516548
000026547,1256248
000026588,5101088
000026657,5529248
000026711,4003948
000026730,6358618
000026791,1256898
000026805,1256918
000026815,1079948
000026827,1256928
000026884,1438288
000026909,1555078
000026938,5219568
000026963,1257018
000026991,3542238
000027031,1083648
000027034,1257048
000027077,1257088
000027157,1257108
000027161,668918
000027203,1085498
000027240,4135558
000027331,4666858
000027380,1085648
000027403,1085678
000027414,4774538
000027415,1085688
000027426,4571968
000027430,1442978
000027480,5626868
000027512,1698818
000027605,1085788
000027615,5777058
000027617,1085798
000027711,1085848
000027723,1259588
000027733,4046098
000027739,1637728
000027768,1446708
000027798,1085898
000027822,1637748
000027830,3933548
000027847,1446938
000027955,4495698
000027980,1637838
000028012,5101198
000028025,1264118
000028037,234368
000028038,4883758
000028068,1264718
000028099,1265318
000028106,5857288
000028121,4503298
000028126,1637928
000028139,1448868
000028149,1637938
000028197,5889878
000028231,5564858
000028365,1638038
000028396,1269238
000028440,2875378
000028456,32783828
000028476,1638238
000028489,1090778
000028496,4378258
000028505,4211178
000028529,1272478
000028551,1701038
000028553,106928
000028572,1638288
000028638,3002118
000028649,1272548
000028740,1272588
000028764,3255248
000028794,1454948
000028838,2877848
000028919,1091668
000028953,1455658
000029016,1273378
000029038,4550208
000029049,5353168
000029055,4591308
000029112,6090498
000029130,1273458
000029134,1638668
000029191,1638718
000029222,5147388
000029227,3865938
000029305,1273568
000029333,6378738
000029357,5563428
000029369,5371808
000029411,3223158
000029486,1092238
000029569,5126268
000029610,4665308
000029697,3414018
000029711,1092608
000029712,1464618
000029765,1092658
000029789,1570968
000029794,1092668
000029798,1092678
000029848,1278708
000029908,1093148
000029950,1467118
000029983,1280628
000030014,1280718
000030159,1093438
000030214,1093508
000030338,4549688
000030344,1285058
000030346,5312538
000030353,1285258
000030377,1471388
000030382,1093588
000030407,4805068
000030524,1093698
000030545,2073808
000030640,3060508
000030644,1575368
000030651,1287568
000030714,1474698
000030757,3104308
000030854,1287688
000030953,1094828
000030970,1288278
000031028,4592798
000031055,1094898
000031075,1288358
000031084,1094908
000031167,1288438
000031177,5614408
000031251,1288488
000031310,1288708
000031326,4088388
000031334,3609108
000031341,5170418
000031355,1095118
000031426,1095358
000031437,5196968
000031439,3292788
000031440,5411168
000031452,1288988
000031471,5310508
000031486,3003858
000031518,5077908
000031714,1646848
000031716,1098728
000031774,5310528
